,id,source_url,captions,md5
1239,3970,http://plantid.net/PhotoPath/Thumb192/__RS/Melica%20subulata%20MUWO_parkingproj_2013_06_14%20120.jpg,"Melica subulata, Florets open up to show anthers and stigmas when they're ready to release and receive pollen.",39fe251b1f5957abfb1cadc62e0bcc05
1240,4049,http://plantid.net/PhotoPath/Thumb192/__SSM/Claytonia%20sibirica_0000%200000%200216%202306.jpg,"Claytonia sibirica, Pink and white candy stripes.",a846b6cdb0b0d7074fad44983a9979df
1241,4050,http://plantid.net/PhotoPath/Thumb192/__WF/Claytonia%20sibirica_Candy%20Flower_Abbotts%20Lagoon_1991-05-14__WF.jpg,"Claytonia sibirica, Flowers pink or white.  Often low to the ground.",c96dd379765d0acc27c432e79944f37c
1242,4051,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__SSM\Claytonia sibirica_0000 0000 0216 2301.jpg&Size=192&WatermarkText=SSM&FontSize=10,"Claytonia sibirica, Opposite leaves along stem.",4f52631f884d0454aa4dc6f907632429
1243,4052,http://plantid.net/PhotoPath/Thumb192/__KM/Marah%20oreganus_0000%200000%201108%201670.jpg,"Marah oregana, Flowers, on horizontal stalks, have 5 separate greenish-white petals that come to a point.  The center is yellow.",5ac869b862cd593a66387ac0ec35ef6f
1244,4053,http://plantid.net/PhotoPath/Thumb192/__ZAB/Marah%20oregana_0000%200000%200513%201654.jpg,"Marah oregana, Leaves are quite large and glossy.  Tendrils allow the vine to drape itself over other shrubs.",897437b6368fca2163f8ee25f0eda6f7
1245,4054,http://plantid.net/PhotoPath/Thumb192/__RS/Marah%20oreganus%20PORE%20Greenpicker%20Tr%202010_07_28%20072.jpg,"Marah oregana, The fruit is a roundish cucumber covered with spines.",de7b45a2547e9e0b04d95075ea50f099
1246,4055,http://plantid.net/PhotoPath/Thumb192/__ZAB/Senecio%20minimus_0000%200000%201008%201255.jpg,"Senecio minimus, One plant can develop over 100 aster-like flowers, shown here in seed. Grows to 7 feet tall.",f2da06c633c4892b70e711eae6107a97
1247,4056,http://plantid.net/PhotoPath/Thumb192/__ZAB/Senecio%20minimus_0000%200000%201008%201254.jpg,"Senecio minimus, When flowers mature the fruit develops a pappus to help it float away in the wind.",1d5ca752d4ba4623e3c2da1e61901e5f
1248,4057,http://plantid.net/PhotoPath/Thumb192/__ZAB/Senecio%20minimus_0000%200000%201008%201256.jpg,"Senecio minimus, When the fruits blow away you can see the white receptacles where they sat, and the brown phyllaries that used to protect the flowers.",4bedac16427e4d020825df2b2382af94
1249,4061,http://plantid.net/PhotoPath/Thumb192/__BB/Gnaphalium%20stramineum_0000%200000%200315%201716.jpg,"Pseudognaphalium stramineum, Flowers with yellow center surrounded by layers of straw-colored phyllaries .",e5a32f242d8536fc6c7b88f4d1536c78
1250,4062,http://plantid.net/PhotoPath/Thumb192/__NK/Pseudognaphalium%20stramineum_0000%200000%201107%200788.jpg,"Pseudognaphalium stramineum, Flowers densly grouped at the end of the stem.  Leaves woolly.",f58cd583d5e4f18632f8d84773553903
1251,4063,http://plantid.net/PhotoPath/Thumb192/__IFPS/Gnaphalium%20stramineum.jpg,"Pseudognaphalium stramineum, Erect plant to 2 feet tall.",e47f83c0f9461c281e814269a267c7ac
1252,4070,http://plantid.net/PhotoPath/Thumb192/__KM/Asarum%20caudatum_0000%200000%200408%200856.jpg,"Asarum caudatum, Flowers are 1 - 3 inches wide and cup shaped.  They have 3 ""petals"" that end in a narrow thread.",50a2947f67c4ffc17ef5b035da9a43fe
1253,4071,http://plantid.net/PhotoPath/Thumb192/__JML/Asarum%20caudatum.jpg,"Asarum caudatum, Heart-shaped evergreen leaves are beautiful.",22363f404d98f0cf16dbd03d585dadd5
1254,4072,http://plantid.net/PhotoPath/Thumb192/__KM/Asarum%20caudatum_0000%200000%200408%200855.jpg,"Asarum caudatum, Ginger grows low to the ground, primarily spreading from horizontal roots.",c21de5563f283a9771d7cb98966f537f
1255,4079,http://plantid.net/PhotoPath/Thumb192/__WF/Iris%20douglasiana%203_Douglas%20Iris_Deer%20Park_1978-03-11__WF.jpg,"Iris douglasiana, Petals in 3s with colorful veins.  Petal color varies quite a bit.",156db78eb3cd3421887163a3816b2778
1256,4080,http://plantid.net/PhotoPath/Thumb192/__WF/Iris%20douglasiana%202_Douglas%20Iris_McClure%20Beach%20Road%20at%20Point%20Reyes_1978-03-06__WF.jpg,"Iris douglasiana, Veins not very noticable, compared to Ground Iris.",8405aab9c81a6a531e72114a2e94e79a
1257,4081,http://plantid.net/PhotoPath/Thumb192/__WF/Iris%20douglasiana%202_Douglas%20Iris_Carson%20Ridge_1978-04-23__WF.jpg,"Iris douglasiana, Leaves are narrow and long, with parallel veins.  They're glossy on the top, and paler underneath.",c073773a56d634d98d98f9ad28488845
1258,4085,http://plantid.net/PhotoPath/Thumb192/__WF/Calypso%20bulbosa%202_Fairy%20Slipper_Matt%20Davis%20Extension_1989-03-12__WF.jpg,"Calypso bulbosa, Pink, red and white orchid flower.",d3ceea972ab6abea4f4f2146ce1f5084
1259,4086,http://plantid.net/PhotoPath/Thumb192/__KM/Calypso%20bulbosa_0000%200000%201208%200804.jpg,"Calypso bulbosa, Leaves are wide with parallel veins.",fa341a3f2e5ad3b91b3abc68c9535592
1260,4087,http://plantid.net/PhotoPath/Thumb192/__WF/Calypso%20bulbosa%202_Fairy%20Slipper_Matt%20Davis%20Trail_1999-04-04__WF.jpg,"Calypso bulbosa, Grows to 5"" tall, often in sheltered areas under pines or firs.",758f097159658a02fe167a714bb48cfc
1261,4091,http://plantid.net/PhotoPath/Thumb192/__NK/Scoliopus%20bigelovii_0000%200000%201207%200723.jpg,"Scoliopus bigelovii, Flowers are in 3s.  Narrow white petals in are above a second layer of three striped sepals .",d1631018f3cab9746e5a5bcfb0ad0147
1262,4092,http://plantid.net/PhotoPath/Thumb192/__WF/Scoliopus%20bigelovii_Fetid%20Adder's%20Tongue_Alpine%20Dam_1978-02-04__WF.jpg,"Scoliopus bigelovii, Basal leaves are wide and parallel-veined.  Thin flower stalks are already drooping in this picture.",5c4e6a5cb79eadc4eb7325510596c7dc
1263,4093,http://plantid.net/PhotoPath/Thumb192/__WF/Scoliopus%20bigelovii%202_Fetid%20Adder's%20Tongue_Taylor%20Park_1978-02-04__WF.jpg,"Scoliopus bigelovii, Leaves have brown spots on them.  Notice the flower stalks bending over to the ground to deposit their seeds.",cfce1482ec403610ccf9b4ef2d13695d
1264,4097,http://plantid.net/PhotoPath/Thumb192/__WF/Ribes%20sanguineum%20%20var.%20glutinosum%202_Flowering%20Currant_Tomales%20Bay%20State%20Park_1978-03-06__WF.jpg,"Ribes sanguineum var. glutinosum, This woody shrub has no spines.  Tight hanging clusters of pinkish flowers turn into dark purple berries.",f58dfe08c928bdf6641882c0fa8c1e45
1265,4098,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__WF\Ribes sanguineum  var. glutinosum_Flowering Currant_Haypress Camp_1981-03-01__WF.jpg&Size=192&WatermarkText=WF&FontSize=10,"Ribes sanguineum var. glutinosum, Flowers form hanging clusters. Leaves are wrinkled with many veins and have a resinous smell.",d23e5ef9e73ea53abda03a1dd5d99bfc
1266,4099,http://plantid.net/PhotoPath/Thumb192/__NK/Ribes%20sanguineum%20var.%20glutinosum_0000%200000%201207%200631.jpg,"Ribes sanguineum var. glutinosum, 5-petaled flowers are pink and white, growing closely together.",ac1868dfaed5804575bd3f36c7db941f
1267,4109,http://plantid.net/PhotoPath/Thumb192/__ZAB/Athyrium%20filix-femina_0000%200000%201117%201664.jpg,"Athyrium filix-femina, Fronds die in the winter, making the Lady Fern conspicuous. Unlike many ferns, its frond segments are longest in the middle.",3780f6da0740e137c04212f9487c3bfa
1268,4110,http://plantid.net/PhotoPath/Thumb192/__ZAB/Athyrium%20filix-femina_0000%200000%200116%202791.jpg,"Athyrium filix-femina, Lady Fern is prominent in damp areas, with large, broad, and graceful fronds .",be6ccc62f13a1ba6c44804bac41d48e2
1269,4111,http://plantid.net/PhotoPath/Thumb192/__KM/Athyrium%20filix-femina%20var.%20cyclosorum_0000%200000%200208%200934.jpg,"Athyrium filix-femina, Segments do not always line up with each other across the midrib . Sori are bumpy and prominent.",4a897eae3e83f7e002b04aa257e6a6c4
1270,4112,http://plantid.net/PhotoPath/Thumb192/__KM/Claytonia%20perfoliata%20ssp.%20perfoliata_0000%201111%202222%203473.jpg,"Claytonia perfoliata, A cluster of small white flowers emerge from the center of a leaf that surrounds the stem.",8a8cf6a785078a9ce976cac3b01c1c88
1271,4113,http://plantid.net/PhotoPath/Thumb192/__JML/Claytonia%20perfoliata%202.jpg,"Claytonia perfoliata, Basal leaves are long and thin, with a diamond shape at the end.  Several stems emerge from the base.",f9e48e4707790bcd7fcb6f6847a6f0aa
1272,4114,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Claytonia%20perfoliataFR%20(2).jpg,"Claytonia perfoliata, Two fleshy leaves near the top of each stem fuse to make a circle.",e25034f7fce9243fa07c8fd37e923a59
1273,4121,http://plantid.net/PhotoPath/Thumb192/__KM/Trientalis%20latifolia_0000%200000%201108%200478.jpg,"Lysimachia latifolia, This flat flower has 6 delicate rose-colored pointed petals and 6 yellow-topped stamens .  It's less than 1 inch across.",a33b27fd195a0f9c92499b8355c5e24d
1274,4122,http://plantid.net/PhotoPath/Thumb192/__JML/Trientalis%20latifolia%202.jpg,"Lysimachia latifolia, Flower stalks and leaves all join at the top of the stem.",76490be9673b6e8c4b721c573fe6f3ff
1275,4123,http://plantid.net/PhotoPath/Thumb192/__SSM/Trientalis%20latifolia_0000%200000%200608%202399.jpg,"Lysimachia latifolia, Starflower lies low to the ground in damp, cool spots.",d943909510bf401611334a55cfe5e014
1276,4132,http://plantid.net/PhotoPath/Thumb192/__SSM/Oxalis%20oregana_0000%200000%200504%200449.jpg,"Oxalis oregana, Flowers are symmetrical, with 5 delicately striped petals surrounding a pale green and yellow center.",4592c09197705660d157929a337580d4
1277,4133,http://plantid.net/PhotoPath/Thumb192/__WF/Oxalis%20oregana_Redwood%20Sorrel_Taylor%20Park_1979-03-25__WF.jpg,"Oxalis oregana, Flowers and 3-part leaves cluster close together near the ground.  They grow to 6 inches tall.",a60f9284c5c17d9f2b94c5ede011b916
1278,4134,http://plantid.net/PhotoPath/Thumb192/__RS/Oxalis%20oregana%20MUWOparking_2013_03_14%20191.jpg,"Oxalis oregana, Green heart-shaped leaves fold back in direct sunlight.  They're often purple underneath.",8d5c2a9c884a5280c632adae7a1bfeb7
1279,4135,http://plantid.net/PhotoPath/Thumb192/__SSM/Viola%20sempervirens_0000%200000%200504%200249.jpg,"Viola sempervirens, Redwood Violet is yellow, with maroon stripes.  It's found in redwood groves and other shady coastal evergreen forests.",05781ef418926978d28ba6fedc6a8b69
1280,4136,http://plantid.net/PhotoPath/Thumb192/__NK/Viola%20sempervirens_0000%200000%200110%203371.jpg,"Viola sempervirens, Look for bright yellow flowers on the shady forest floor.  Leaves are evergreen and heart shaped.",fb111ce4871a74e70c3dc67b989f3d2f
1281,4137,http://plantid.net/PhotoPath/Thumb192/__BHS/2014-02-18%20Steep%20Ravine/Viola%20sempervirens_Redwood%20Violet_Steep%20Ravine_2014-02-18__BHS-12.jpg,"Viola sempervirens, This low-lying violet forms colonies on the forest floor.",93535aa27a7b910603f654d23ce77a8f
1282,4141,http://plantid.net/PhotoPath/Thumb192/__KM/Anagallis%20arvensis_0000%200000%200109%200789.jpg,"Lysimachia arvensis, This small flower (up to 1/2 inch across) has a colorful center that provides a target for pollinators.",98621294f0f6c8999187f02fbc50f854
1283,4142,http://plantid.net/PhotoPath/Thumb192/__WL/Lysimachia%20arvensis%20-%20Redwood%202007-03-23_-2.jpg,"Lysimachia arvensis, Flowers are on stalks.  Leaves are opposite and touch each other across the stem.",a82eb68396b66680da349864aa185c28
1284,4143,http://plantid.net/PhotoPath/Thumb192/__NK/Anagallis%20arvensis_0000%200000%200312%200312.jpg,"Lysimachia arvensis, Occasionally, there are blue versions of this same flower.  I love it when I find one!",d85fed88717d5ffcb16b570203750739
1285,4144,http://plantid.net/PhotoPath/Thumb192/__SGM/2013-02-25%20Steep%20Ravine%20on%20Mt.%20Tamalpais/Disporum%20smithii_Large-flowered%20Fairy%20Bell%202__SGM.jpg,"Prosartes smithii, White cylindrical flowers with 6 pointed ""petals"" hide under large leaves at the end of the stem.",be1fa23bbcf89077f6689c02586cd9d3
1286,4145,http://plantid.net/PhotoPath/Thumb192/__WF/Prosartes%20smithii%203_Fairy%20Bells_Stinson%20Beach_1992-02-28__WF.jpg,"Prosartes smithii, Leaves, about 4 inches long, have indented parallel veins and end in a point.",8b5310ef78fe211030878431b58e0cd5
1287,4146,http://plantid.net/PhotoPath/Thumb192/__NK/Prosartes%20smithii_0000%200000%200308%201449.jpg,"Prosartes smithii, Arching stems to 2 feet tall, zigzag between leaves.  The tiny flowers are often not visible from above.",9a3401275f1a3408390815d13f8e5af1
1288,4186,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/brickellia%20californica%207.jpg,"Brickellia californica, Several layers of phyllaries create a cylinder that holds a tiny bouquet of tiny yellow flowers.",d237fc9bd4200929347faaae6a073e12
1289,4187,http://plantid.net/PhotoPath/Thumb192/__BB/Brickellia%20californica_0000%200000%200511%200993.jpg,"Brickellia californica, Leaves are triangle-shaped, with irregular teeth.  Leaves are generally quite fuzzy on both sides.",f87729be2fa2c9945e1fc89e3e316390
1290,4188,http://plantid.net/PhotoPath/Thumb192/__SSM/Brickellia%20californica_0000%200000%200913%200629.jpg,"Brickellia californica, Stems branch near the base and become tan with age, covered with tannish hairs.  Stems often die back at the end of the season.",4f1acc2545b7eff032e9807c853adf41
1291,4207,http://plantid.net/PhotoPath/Thumb192/__SSM/Xanthium%20strumarium_0000%200000%200911%201314.jpg,"Xanthium strumarium, This is a female flower - no petals, just pistils at the top of the flower head.",70e4132a99d6d717dfa4ff9581606fb7
1292,4208,http://plantid.net/PhotoPath/Thumb192/__NK/Xanthium%20strumarium_0000%200000%200113%200313.jpg,"Xanthium strumarium, Male flowers (yellow in this picture) are on separate heads above the female heads (green).",e05a8bf0d3ec9e5c84642e5cf3e442dd
1293,4209,http://plantid.net/PhotoPath/Thumb192/__WF/Xanthium%20strumarium_Cockleburr_North%20of%20Lake%20Nicasio_2003-09-11__WF.jpg,"Xanthium strumarium, Stems are thick.  Alternate leaves are on stalks, up to 5 inches across.",399b56fe635e5128bd43654130ad32b7
1294,4219,http://plantid.net/PhotoPath/Thumb192/__NK/Amsinckia%20intermedia_0000%200000%200312%200302.jpg,"Amsinckia intermedia, Tubular flowers grow along one side of an uncoiling stem that looks like the head of a violin - thus fiddlehead.",ca50c8c56ea6bf6a2a2d9910a06c59c8
1295,4220,http://plantid.net/PhotoPath/Thumb192/__WL/Amsinckia%20intermedia%20-%20Pleasanton%20Ridge%202009-04-01-7.jpg,"Amsinckia intermedia, Each 5- lobed flower has an open throat with darker orange markings.",6770f925734347e4578798ed1746eafb
1296,4221,http://plantid.net/PhotoPath/Thumb192/__BB/Amsinckia%20intermedia_0000%200000%201109%200003.jpg,"Amsinckia intermedia, Leaves and stem are covered in stiff hairs.  Leaves are narrow, have smooth edges and are several inches long.",f29d0e5be9c6a9ff80eeb0d496e30be0
1297,4222,http://plantid.net/PhotoPath/Thumb192/__KK/Micropus%20californicus%20var.%20californicus_782.jpg,"Micropus californicus, Stems about a foot tall, with tiny fuzzy white flowers on top that look like a Q-tip.",87c6b32a2e7738cc9d4fcbcd51443c27
1298,4223,http://plantid.net/PhotoPath/Thumb192/__KM/Micropus%20californicus%20var.%20californicus_0000%201111%202222%204133.jpg,"Micropus californicus, Stem is green-gray and hairy.",1c06f2b943488c164b8b3b95ccf02ed8
1299,4224,http://plantid.net/PhotoPath/Thumb192/__TC/Micropus%20californicus%20var.%20californicus_781.jpg,"Micropus californicus, Can grow in dense stands.",486a056f540d5c0341e2fdab9f24a55a
1300,4231,http://plantid.net/PhotoPath/Thumb192/__WF/Paspalum%20dilatatum_Dallis%20Grass_Lucas%20Valley%20Road%20West_1987-07-05__WF.jpg,"Paspalum dilatatum, Dallis Grass has a distinctive look, with drooping spikes of tiny oval spikelets , each enclosing a single fertile floret .",7996095932edb1e8938deb8278504043
1301,4232,http://plantid.net/PhotoPath/Thumb192/__AF/Paspalum%20dilatatum_Dallis%20Grass_Edgewood_20130615__AF.jpg,"Paspalum dilatatum, Each spikelet is small and tight.  In this photo, they're mature, with fluffy, purple stigmas ready to receive pollen.",37469902207d59490e088ac739e0353e
1302,4233,http://plantid.net/PhotoPath/Thumb192/__SSM/Paspalum%20dilatatum_0000%200000%200311%203242.jpg,"Paspalum dilatatum, Leaves are hairless, 1"" wide, and grow to 14"" long.",404e9cb452bcc3a31426fb751c38a3c8
1303,4294,http://plantid.net/PhotoPath/Thumb192/__KM/Plantago%20lanceolata_0000%200000%201108%201567.jpg,"Plantago lanceolata, Many flowers radiate from the flower head.  In this picture, lower flowers are mature while upper flowers have not yet formed.",62f2af79753e5e67c49e0f545d051f5f
1304,4295,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__KM\Plantago lanceolata_0000 0000 1108 1566.jpg&Size=192&WatermarkText=KM&FontSize=10,"Plantago lanceolata, Long, ribbed basal leaves are easy to spot.",cbd171b714bffb9c6a2c47f20b292eb6
1305,4296,http://plantid.net/PhotoPath/Thumb192/__KM/Plantago%20lanceolata_0000%200000%201108%201565.jpg,"Plantago lanceolata, Plantain flower heads are distinctive, siting on the top of longish stems.",1eedf5b281c466044faa614af324a9da
1306,4303,http://plantid.net/PhotoPath/Thumb192/__DWT/Poa%20pratensis%20ssp.%20agassizensis_0000%200000%200901%200513.jpg,"Poa pratensis, This is a low-growing sod grass.  The inflorescence is open and triangular in shape.",691fc1eeb2e0cb30989677d8bf5f242d
1307,4304,http://plantid.net/PhotoPath/Thumb192/__KM/Poa%20pratensis_0000%200000%200208%200358.jpg,"Poa pratensis, Each spikelet has 3-6 florets and cobweb-like hairs at its base. Florets can be purple-tinged at maturity.",a05508b789e80d6b7e9a8ac6324f9360
1308,4305,http://plantid.net/PhotoPath/Thumb192/__TC/Poa%20pratensis%20ssp.%20pratensis_1675.jpg,"Poa pratensis, Inflorescence branches are thread-like and florets are quite small.",4c3a3def9c70dcb5bf6b1ae2cabfbc4e
1309,4306,http://plantid.net/PhotoPath/Thumb192/__KM/Hypericum%20perforatum_0000%200000%200309%200729.jpg,"Hypericum perforatum, 5 separate yellow petals, with many long stamens.",b84f2f772cec0c09119826cad0ea06a6
1310,4307,http://plantid.net/PhotoPath/Thumb192/__KM/Hypericum%20perforatum_0000%200000%201208%200142.jpg,"Hypericum perforatum, Opposite leaves have glandular translucent dots on them that look like perforations when held up to the light.  Hence, perforatum .",f9e36413af7e21b12a552095de34875d
1311,4308,http://plantid.net/PhotoPath/Thumb192/__SSM/Hypericum%20perforatum_0000%200000%200715%200747.jpg,"Hypericum perforatum, Flowers form in clusters at the end of stems.",de9343d846295ed16e710c4dc783e4c1
1312,4324,http://plantid.net/PhotoPath/Thumb192/__WF/Nemophila%20menziesii%20var.%20atomaria%202_Baby%20Blue%20Eyes_Dillon%20Beach_1977-03-20__WF.jpg,"Nemophila menziesii, Petals can be all white, or blue with a white center.  Petals often have black dots.",1e6f1c3d73010f0bd04653fbbfa95076
1313,4325,http://plantid.net/PhotoPath/Thumb192/__JML/Nemophila%20menziesii.jpg,"Nemophila menziesii, Here is the blue version.  Notice the blue veins towards the center.",aac9ab8a366e1d6c2b1f7329ca9a10ec
1314,4326,http://plantid.net/PhotoPath/Thumb192/__ZAB/Nemophila%20menziesii_0000%200000%200210%200300.jpg,"Nemophila menziesii, Distinctive leaves with deep opposite lobes.",2a8ad5c69d208c7420e523ff1aa460b8
1315,4381,http://plantid.net/PhotoPath/Thumb192/__WF/Phacelia%20californica_California%20Phacelia_Fort%20Barry_1989-03-28__WF.jpg,"Phacelia californica, The flower is bell shaped, with 5 rounded lobes .",f515c32c98047c1065dd6e0cef4257fe
1316,4382,http://plantid.net/PhotoPath/Thumb192/__WF/Phacelia%20californica_California%20Phacelia_Point%20Reyes%20Lighthouse_1982-03-13__WF.jpg,"Phacelia californica, Leaves are fuzzy, strongly veined, and have smooth edges.",23ab9bfbe3d5ae4819437243c4e26290
1317,4383,http://plantid.net/PhotoPath/Thumb192/__WF/Phacelia%20californica_California%20Phacelia_Ring%20Mountain_1977-05-18__WF.jpg,"Phacelia californica, Flower clusters appear fuzzy and are often coiled, looking like a caterpillar.",047a69cb083b2175c0e40935c6205c2a
1318,4513,http://plantid.net/PhotoPath/Thumb192/__KM/Phyla%20nodiflora_0000%200000%200109%201484.jpg,"Phyla nodiflora, The whole inflorescence is less than 1/2 inch wide.  A purple center is surrounded by tiny white or pink flowers.",b905c77b394436555b0c0efa61683e16
1319,4514,http://plantid.net/PhotoPath/Thumb192/__NK/Phyla%20nodiflora_0000%200000%200216%201450.jpg,"Phyla nodiflora, Leaves are about 1"" long, toothed near the tip, and have a blunt tip.",f7ea53b51a2d042da1e8bae26ac220bf
1320,4515,http://plantid.net/PhotoPath/Thumb192/__BB/Phyla%20nodiflora_0000%200000%200515%202725.jpg,"Phyla nodiflora, Flowers grow on stalks off a central stem which generally lies along the ground.",60b775debe8ce2a2e295cb21c0c0b949
1321,4519,http://plantid.net/PhotoPath/Thumb192/__SSM/Clematis%20ligusticifolia_0000%200000%200812%200729.jpg,"Clematis ligusticifolia, Look for 4 white ""petals"" forming a cross, and lots of long stamens .",aa71afcb51a0f6268a7e5b912a42c79d
1322,4520,http://plantid.net/PhotoPath/Thumb192/__FR/BelowMolino/clematis%20ligusticifoliaFL4.jpg,"Clematis ligusticifolia, Here is a flower emerging from the vine, showing 4 white sepals and dozens of very long stamens .",bd95074cb68d95c3b07a65d8592ee8d8
1323,4521,http://plantid.net/PhotoPath/Thumb192/__JML/Clematis%20lingusticifolia.jpg,"Clematis ligusticifolia, Compound leaflets have large irregular lobes .",e377233f2f4b4c91aab5ca262628cf50
1324,4525,http://plantid.net/PhotoPath/Thumb192/__WF/Aristolochia%20californica_Dutchman's%20Pipe_Cascade%20Canyon_2005-02-12__WF.jpg,"Aristolochia californica, Tubular, curving flower resembles a Dutchman's pipe.",b733858bb9c5d9e4bd0cb984c129e76c
1325,4526,http://plantid.net/PhotoPath/Thumb192/__WF/Aristolochia%20californica%202_Dutchman's%20Pipe_Taylor%20Park_1978-02-04__WF.jpg,"Aristolochia californica, Flowers are brownish or greenish, lined with pink or red.",980571bad926ea5d738be268c0588900
1326,4527,http://plantid.net/PhotoPath/Thumb192/__RS/Aristolochia%20californica%20JOMU%20open%20oak%20woodland%20surveys%202011_07_13%20030.jpg,"Aristolochia californica, Leaves of this vine are roughly heart shaped.",c1fa967ac40aab5e19787b490573cf88
1327,4540,http://plantid.net/PhotoPath/Thumb192/__JML/Quercus%20wislizenii%202.jpg,"Quercus wislizeni, Leaves are glossy on both sides.",da0a32e0bae7d321bf45cd29423a69e6
1328,4541,http://plantid.net/PhotoPath/Thumb192/__SGM/2012-11-05%20Mt%20Tamalpais/Interior%20Live%20Oak_Quercus%20wislizeni__SGM.jpg,"Quercus wislizeni, Acorns group together, sometimes on last year's twig growth.",aad2e5d59b084051a4e7193fbbb5a615
1329,4542,http://plantid.net/PhotoPath/Thumb192/__KM/Quercus%20wislizeni%20var.%20frutescens_0000%200000%201115%201474.jpg,"Quercus wislizeni, Trunks vary, but often have a silvery component.",3c2daf2efee24517bc48bd1326353895
1330,5017,http://plantid.net/PhotoPath/Thumb192/__KM/Lomatium%20californicum_0000%200000%200106%200962.jpg,"Lomatium californicum, Flowers in bunches, starting green and becoming bright yellow.",ce445be19a63053f8959ecdbc2f57b0f
1331,5018,http://plantid.net/PhotoPath/Thumb192/__RS/Lomatium%20californicum_PINN-solo%202010_03_26-51.jpg,"Lomatium californicum, Divided blue-green leaves.  They resemble common celery leaves in appearance and taste.",4b08593779f3ae6e54dd16042b28d12a
1332,5019,http://plantid.net/PhotoPath/Thumb192/__KM/Lomatium%20californicum_0000%200000%200106%200964.jpg,"Lomatium californicum, A spreading plant, can grow to 4 feet tall.",8cd87ba3133280a12e927018201ee6be
1333,5050,http://plantid.net/PhotoPath/Thumb192/__KM/Washingtonia%20filifera_0000%200000%200215%202157.jpg,"Washingtonia filifera, This is California's only native palm, found in desert oases.  Notice the dead leaves hanging on below new growth.",836d3e363a42f7870ccc6d3ccf12251a
1334,5051,http://plantid.net/PhotoPath/Thumb192/__KM/Washingtonia%20filifera_0000%200000%200215%202163.jpg,"Washingtonia filifera, Leaves are fan shaped.  Heavy petioles connect the leaf to the trunk, and are U-shaped and toothed.",434c7b40123aa0e36ba57f0dec32f7ed
1335,5052,http://plantid.net/PhotoPath/Thumb192/__KM/Washingtonia%20filifera_0000%200000%200215%202168.jpg,"Washingtonia filifera, Leaves are stiff and have v-shaped segments with fibres on the margins.",f6d5f3f9bd6a05ce410ee482b0fc0586
1336,5062,http://plantid.net/PhotoPath/Thumb192/__KM/Typha%20domingensis_0000%200000%200819%200341.jpg,"Typha domingensis, The male flower spike is yellow-brown and about an inch above a cinnamon-brown female spike.",f807d86b429ff1b730f573b92a17f368
1337,5063,http://plantid.net/PhotoPath/Thumb192/__KM/Typha%20domingensis_0000%200000%200819%200355.jpg,"Typha domingensis, This is the only California cattail with orange-brown glands at the base of the leaves.",18ed3a6245478223779744fa70309e62
1338,5064,http://plantid.net/PhotoPath/Thumb192/__NK/Typha%20domingensis_0000%200000%200214%201185.jpg,"Typha domingensis, Both spikes and leaves are tall, stiff and fairly narrow.",5d7822d9d5f0090744a7be42bfbaaf15
1339,5074,http://plantid.net/PhotoPath/Thumb192/__SSM/Solanum%20americanum_0000%200000%201209%200796.jpg,"Solanum americanum, White 5-petaled 1/2 inch wide flowers with yellow centers.  Leaves and fruit look like a small tomato plant.",8fa57bd7880133e389827d1acb73e143
1340,5075,http://plantid.net/PhotoPath/Thumb192/__BB/Solanum%20americanum_0000%200000%200615%200419.jpg,"Solanum americanum, Large leaves on stalks over 1 inch long.  Edges wavy or coarsely toothed.",096f1b7650302e4acdec617861225a26
1341,5076,http://plantid.net/PhotoPath/Thumb192/__NK/Solanum%20americanum_0000%200000%201209%200666.jpg,"Solanum americanum, Shiny black berries hang from leaf connections along the stem.  Plant grows to 4 feet tall and is short-lived.",6dfdd75e3dace0318d4402f2ab584ad2
1342,5077,http://plantid.net/PhotoPath/Thumb192/__SSM/Phragmites%20australis_0000%200000%200510%201546.jpg,"Phragmites australis, Common Reed grows in dense stands from thick rhizomes . Phragmites is Greek for ""fence"", which seems appropriate.",d562c46c6ac28217d296c0e023616352
1343,5078,http://plantid.net/PhotoPath/Thumb192/__SSM/Phragmites%20australis_0000%200000%200509%202805.jpg,"Phragmites australis, Branched spikelets are small, about 1/2"".  Much longer silky hairs grow from the base of the spikelets, creating a plume effect.",e8cd8a812a33d20210930cf9f722ffd8
1344,5079,http://plantid.net/PhotoPath/Thumb192/__SSM/Phragmites%20australis_0000%200000%200311%203343.jpg,"Phragmites australis, Leaves can be up to 2"" wide and 18"" long, with rough margins.",2f4969c1f530175bfde1e277ba26d4d6
1345,5425,http://plantid.net/PhotoPath/Thumb192/__KM/Hordeum%20murinum%20ssp.%20leporinum_0000%200000%200109%201760.jpg,"Hordeum murinum ssp. leporinum, This common Barley has a dense spike of spikelets with long awns pointing in all directions.",39a00c20fd5fb405eceb898c29803dcd
